3.787141036987304688e+01,5.721102294921875000e+02
4.001135253906250000e+01,5.629563598632812500e+02
4.001135253906250000e+01,5.629563598632812500e+02
4.772789382934570312e+01,5.602540283203125000e+02
3.968578720092773438e+01,2.474402008056640625e+02
5.609448242187500000e+01,2.366412658691406250e+02
5.658835983276367188e+01,2.434408264160156250e+02
7.780532073974609375e+01,5.694189453125000000e+02
7.099720001220703125e+01,2.369910125732421875e+02
6.599157714843750000e+01,2.248694915771484375e+02
7.469136810302734375e+01,2.219300689697265625e+02
7.558815002441406250e+01,2.183459625244140625e+02
1.000823211669921875e+02,5.895596923828125000e+02
1.010208969116210938e+02,5.787404174804687500e+02
1.034056167602539062e+02,5.794304809570312500e+02
1.102496337890625000e+02,5.768150634765625000e+02
1.075730972290039062e+02,5.588441772460937500e+02
1.171336669921875000e+02,5.882354125976562500e+02
1.077250061035156250e+02,2.276587524414062500e+02
1.202662734985351562e+02,2.197708282470703125e+02
1.750086059570312500e+02,1.958419799804687500e+02
1.635675354003906250e+02,1.164285583496093750e+02
1.761070404052734375e+02,3.024391479492187500e+02
1.839484863281250000e+02,1.996813049316406250e+02
1.830392913818359375e+02,1.690151519775390625e+02
1.841504821777343750e+02,1.608519897460937500e+02
1.837688751220703125e+02,1.575564880371093750e+02
1.875631256103515625e+02,1.604658050537109375e+02
1.878869171142578125e+02,1.381850891113281250e+02
1.901804199218750000e+02,1.646612243652343750e+02
3.583973083496093750e+02,8.176034545898437500e+02
3.611410827636718750e+02,8.229574584960937500e+02
2.160178985595703125e+02,4.952362060546875000e+02
1.937434234619140625e+02,1.189377288818359375e+02
1.940603027343750000e+02,1.107348480224609375e+02
3.637287292480468750e+02,8.203897705078125000e+02
1.964263763427734375e+02,1.047028045654296875e+02
3.657810363769531250e+02,8.182360229492187500e+02
3.698976135253906250e+02,8.208331298828125000e+02
2.079848175048828125e+02,2.137264556884765625e+02
2.112074584960937500e+02,1.955117797851562500e+02
2.107036590576171875e+02,1.243091964721679688e+02
2.147888946533203125e+02,1.361376342773437500e+02
2.053863372802734375e+02,8.096474456787109375e+01
2.222941589355468750e+02,1.694087982177734375e+02
2.246658172607421875e+02,1.784650115966796875e+02
2.099202423095703125e+02,7.710643768310546875e+01
3.810788879394531250e+02,8.090906372070312500e+02
2.237793731689453125e+02,1.255815811157226562e+02
3.951227722167968750e+02,8.306018066406250000e+02
2.286374053955078125e+02,1.177589645385742188e+02
2.360690612792968750e+02,1.902719116210937500e+02
2.348008117675781250e+02,1.762703094482421875e+02
2.337080230712890625e+02,2.232112274169921875e+02
2.232660217285156250e+02,8.012815856933593750e+01
2.232660217285156250e+02,8.012815856933593750e+01
2.214181365966796875e+02,2.686853332519531250e+02
2.321380615234375000e+02,1.074664230346679688e+02
2.321380615234375000e+02,1.074664230346679688e+02
2.321380615234375000e+02,1.074664230346679688e+02
2.378606109619140625e+02,1.519335327148437500e+02
2.410724639892578125e+02,1.744434661865234375e+02
4.015771179199218750e+02,8.250244750976562500e+02
4.015771179199218750e+02,8.250244750976562500e+02
2.473412322998046875e+02,1.802162628173828125e+02
2.453254547119140625e+02,7.771333312988281250e+01
2.559200439453125000e+02,2.096371765136718750e+02
2.591612243652343750e+02,2.007157897949218750e+02
2.464118499755859375e+02,8.009574127197265625e+01
2.856085510253906250e+02,5.619466552734375000e+02
4.216186218261718750e+02,8.202248535156250000e+02
2.406955261230468750e+02,5.819699859619140625e+01
2.550436096191406250e+02,9.387575531005859375e+01
2.463473205566406250e+02,6.155383300781250000e+01
2.545112762451171875e+02,8.394512939453125000e+01
2.545112762451171875e+02,8.394512939453125000e+01
2.560381164550781250e+02,9.703922271728515625e+01
2.525807495117187500e+02,6.792854309082031250e+01
2.600679321289062500e+02,1.107218246459960938e+02
2.865286254882812500e+02,5.358708496093750000e+02
2.580705871582031250e+02,7.935360717773437500e+01
2.996713562011718750e+02,5.710598754882812500e+02
3.004032897949218750e+02,5.760256958007812500e+02
3.034960021972656250e+02,5.912856445312500000e+02
3.034086608886718750e+02,5.998769531250000000e+02
3.030945739746093750e+02,5.805160522460937500e+02
2.699122619628906250e+02,4.629053955078125000e+02
2.997409973144531250e+02,5.575125122070312500e+02
2.997409973144531250e+02,5.575125122070312500e+02
2.750194702148437500e+02,1.726224822998046875e+02
3.020935974121093750e+02,5.646563110351562500e+02
2.707279968261718750e+02,1.180860290527343750e+02
2.772333679199218750e+02,1.315995941162109375e+02
2.605403442382812500e+02,5.964933776855468750e+01
2.797754821777343750e+02,1.243368225097656250e+02
3.114045410156250000e+02,5.866167602539062500e+02
2.785000915527343750e+02,1.207305068969726562e+02
2.603262939453125000e+02,5.088209915161132812e+01
3.084567565917968750e+02,5.564753417968750000e+02
3.084567565917968750e+02,5.564753417968750000e+02
3.138901367187500000e+02,5.754374389648437500e+02
3.138901367187500000e+02,5.754374389648437500e+02
2.785169982910156250e+02,1.102982864379882812e+02
2.858625488281250000e+02,1.664649047851562500e+02
2.689653015136718750e+02,5.819019699096679688e+01
2.829062805175781250e+02,1.158713073730468750e+02
3.171448364257812500e+02,5.685990600585937500e+02
2.824501953125000000e+02,1.111083450317382812e+02
2.750112609863281250e+02,7.042169952392578125e+01
2.750112609863281250e+02,7.042169952392578125e+01
2.801689453125000000e+02,9.270481872558593750e+01
3.154033508300781250e+02,5.602027587890625000e+02
2.912127685546875000e+02,1.319492950439453125e+02
2.764493103027343750e+02,6.656642913818359375e+01
2.764493103027343750e+02,6.656642913818359375e+01
3.247348632812500000e+02,5.934092407226562500e+02
2.863912963867187500e+02,1.161844863891601562e+02
3.268009338378906250e+02,6.018043212890625000e+02
2.936378479003906250e+02,1.257123718261718750e+02
2.794230651855468750e+02,6.348521804809570312e+01
2.780441589355468750e+02,5.796728515625000000e+01
2.812995910644531250e+02,6.649903869628906250e+01
2.848467102050781250e+02,7.755552673339843750e+01
1.158736267089843750e+02,5.764349365234375000e+02
3.284627990722656250e+02,5.682963256835937500e+02
3.348865051269531250e+02,5.970173339843750000e+02
2.989449462890625000e+02,2.583684692382812500e+02
3.388259277343750000e+02,5.881831665039062500e+02
3.076284790039062500e+02,1.501767730712890625e+02
3.076284790039062500e+02,1.501767730712890625e+02
3.068936462402343750e+02,1.446515045166015625e+02
3.038839111328125000e+02,1.161679000854492188e+02
3.108432922363281250e+02,1.437032928466796875e+02
3.443298034667968750e+02,6.091265258789062500e+02
2.974836425781250000e+02,7.456043243408203125e+01
3.300016784667968750e+02,6.525256347656250000e+02
3.462926330566406250e+02,5.901057128906250000e+02
3.151023254394531250e+02,1.344367523193359375e+02
2.968957519531250000e+02,4.955113601684570312e+01
3.281576538085937500e+02,5.489284667968750000e+02
3.146160583496093750e+02,1.093531951904296875e+02
3.026599731445312500e+02,6.610800170898437500e+01
3.169715881347656250e+02,1.209491424560546875e+02
3.116951599121093750e+02,8.576548767089843750e+01
3.314649963378906250e+02,5.480383300781250000e+02
3.329389953613281250e+02,5.537509155273437500e+02
3.041797485351562500e+02,5.741704177856445312e+01
3.269414978027343750e+02,1.545944976806640625e+02
3.242595214843750000e+02,1.403861846923828125e+02
3.275399780273437500e+02,5.228732910156250000e+02
3.275399780273437500e+02,5.228732910156250000e+02
3.606446838378906250e+02,5.933819580078125000e+02
