-1.603573843537212384e-01,-5.517409274282697451e-01,7.170388708763630881e+00
4.726275758322660836e-02,4.386868697968214770e-01,7.316885849183041302e+00
6.196203647860069191e-02,1.597543489904123815e-01,7.075003714716357806e+00
7.681078568367967485e-02,5.242873073024633124e-01,7.304890085431245517e+00
9.263613154725296173e-02,7.475644482861747431e-01,7.501123046304930320e+00
9.169571664505821174e-02,-6.339932536221098980e-01,7.269774779048661983e+00
1.072923785941696379e-01,1.921467380074252940e-01,6.993270880964898240e+00
1.167763690378223473e-01,-6.776594982196094685e-01,7.376914167264529532e+00
1.249605902350882786e-01,3.236226630976420937e-01,7.045935651844355441e+00
1.475292139035253025e-01,1.439035166979699132e-01,6.874234257726606678e+00
1.475292139035253025e-01,1.439035166979699132e-01,6.874234257726606678e+00
1.755256949558180180e-01,-6.683970486023549373e-01,7.281901746710022216e+00
1.705497452731798702e-01,3.954085615023257838e-01,6.982570835133352638e+00
1.766862341417020921e-01,2.510570225934901645e-01,6.887153182058878720e+00
1.781826110528687834e-01,2.001607716114016111e-01,6.869807863831742800e+00
1.896453466680404487e-01,-7.088932694203614604e-01,7.352984654331883085e+00
1.808231785511811573e-01,2.916614803212688178e-01,6.902780454524787501e+00
1.958783872600612097e-01,-7.047606884662931392e-01,7.290461742282248636e+00
1.988109553644358818e-01,-4.486156666618964506e-01,6.743923746814806996e+00
2.010709290073482702e-01,-1.842387544648614942e-02,6.666987117067959545e+00
2.047302074126948201e-01,1.128929344296152881e-01,6.737446257472800681e+00
2.042760702096450554e-01,4.614068191738746744e-02,6.707881311480938358e+00
2.042760702096450554e-01,4.614068191738746744e-02,6.707881311480938358e+00
2.094019013401221541e-01,1.803236684993777261e-01,6.766682605742998291e+00
2.250082317584060076e-01,8.048019935450269058e-01,7.229039916777783681e+00
2.167603834576877497e-01,3.796160091990576912e-01,6.897059084205136692e+00
2.155560186513423293e-01,2.833341406212218083e-01,6.845765399184138289e+00
2.155560186513423293e-01,2.833341406212218083e-01,6.845765399184138289e+00
2.161473738104065512e-01,2.832404434904848833e-01,6.839926319982278180e+00
2.239385519509176359e-01,-4.694302431089220629e-01,6.771127549015315772e+00
2.275295855033573622e-01,2.230025235097972125e-01,6.777244296866030915e+00
