-1.923208927158082115e+00,-1.466225578003000463e+00,4.944680222159765215e+00
-1.844480283989941904e+00,-1.397388629703910645e+00,4.765304015338122312e+00
-1.784704685742650065e+00,-1.428532466956110802e+00,4.717767282604149237e+00
-1.784704685742650065e+00,-1.428532466956110802e+00,4.717767282604149237e+00
-1.821972428447926395e+00,-1.348032696962764065e+00,4.926786718306101598e+00
-2.157402222705807837e+00,-1.059964455940467953e+00,5.829997180068622775e+00
-1.799360629527132716e+00,-1.316505018998873622e+00,4.891157019884548873e+00
-1.802268755489499608e+00,-1.326933087620662421e+00,4.930096079434203915e+00
-2.322803540385455001e+00,-8.949613909726418237e-01,6.311552649760479028e+00
-2.273664635725594518e+00,-9.095987259209235010e-01,6.233958966455640294e+00
-2.277232753641608376e+00,-8.622710592946123409e-01,6.263365232933529647e+00
-2.107822268704211410e+00,-1.008376629402932600e+00,5.841306874413334960e+00
-2.108905930871834311e+00,-1.034824587649151750e+00,5.870464787200629253e+00
-2.200182848404077962e+00,-8.763414431105448488e-01,6.167644166276459394e+00
-1.908936323955233050e+00,-1.125742955305920612e+00,5.385979308669601728e+00
-1.924841750991399980e+00,-1.104498586913182034e+00,5.434978926204523830e+00
-1.785216753061968031e+00,-1.110468385050733753e+00,5.073462635466166937e+00
-1.984348172076197292e+00,-1.003362295483350985e+00,5.653741286237579544e+00
-1.931355224955486838e+00,-1.032127628924474738e+00,5.558153133717469885e+00
-1.832351373897823876e+00,-1.098790339601699584e+00,5.282491843486573302e+00
-1.820623086346324859e+00,-1.127914855903171976e+00,5.266117584651156314e+00
-1.884337452477579333e+00,-1.072208315468144324e+00,5.457885796611964047e+00
-1.799985512095892082e+00,-1.136424605815920197e+00,5.224091784713523090e+00
-1.958939645557546738e+00,-9.650523740973314668e-01,5.668488655539188237e+00
-1.809872455694433890e+00,-1.110331904893402610e+00,5.262266040331186723e+00
-1.809872455694433890e+00,-1.110331904893402610e+00,5.262266040331186723e+00
-2.109692021240679782e+00,-8.397134628473371665e-01,6.105646330446769632e+00
-1.785704391386212508e+00,-1.138467711131059490e+00,5.203424206493115101e+00
-1.781980315343345334e+00,-1.135798711113204629e+00,5.194398393744416254e+00
-1.954533098636725308e+00,-9.912906127504891307e-01,5.680335766679576182e+00
-1.884160492516167018e+00,-1.037303822906553652e+00,5.485970457802309852e+00
-1.967048088616041523e+00,-9.734383081845263685e-01,5.718828838417570282e+00
-1.933853960201090905e+00,-9.916960706616251287e-01,5.626999666708436543e+00
-2.008187840665295987e+00,-9.240628382776029381e-01,5.840558224595539194e+00
-1.674235030161985049e+00,-1.214061083050086864e+00,4.916315398468956488e+00
-1.674235030161985049e+00,-1.214061083050086864e+00,4.916315398468956488e+00
-1.978170307953780682e+00,-9.392934242530719402e-01,5.771616233229864612e+00
-1.715011892353935252e+00,-1.185069255021372614e+00,5.032593187185780970e+00
-1.783379393523808920e+00,-1.119178413498828517e+00,5.226364817664459927e+00
-1.881998498668587372e+00,-1.018882162027631377e+00,5.509153201864132043e+00
-1.903426673463751717e+00,-9.965885490828191307e-01,5.574314956084460704e+00
-1.820640938935208508e+00,-1.071831466907645858e+00,5.342936548631289639e+00
-2.048920488647901550e+00,-8.597141215421355565e-01,5.993551701185341862e+00
